params

tradedate;tradetime;B1;B2;B3;T1;G1;G2;G3;G4;G5;G6;G7;G8;G9
05.09.2014;18:39:03;899,477926;-178,757155;244,493106;1,392451;-0,079871;-8,940554;1,498079;5,579527;-3,070492;-1,989552;4,371835;0,000000;0,000000
08.09.2014;18:37:48;907,590848;-169,720082;246,499308;1,605990;4,775217;-8,375589;-3,190312;9,948345;-0,856099;-3,192406;-2,520180;0,000000;0,000000
09.09.2014;18:39:25;903,802698;-166,500516;248,714810;1,496238;5,057701;-7,177727;-1,723790;11,955316;-2,100674;-3,493514;-1,084694;0,000000;0,000000
10.09.2014;18:38:42;915,621416;-163,523921;253,674605;1,815873;6,024096;-2,687522;-12,548551;16,743579;0,268510;-3,098965;-1,241303;0,000000;0,000000
11.09.2014;18:36:28;916,980181;-177,321144;267,984392;1,756246;4,287670;-12,971248;-8,374451;17,550372;5,045009;-1,276034;-1,554333;0,000000;0,000000
12.09.2014;18:38:15;911,725152;-170,230862;269,794587;1,899882;5,296108;-13,699167;1,401614;8,790740;-1,913819;-1,797560;-2,075667;0,000000;0,000000
15.09.2014;18:37:25;913,418929;-156,402642;272,209145;2,006605;11,284815;-12,584280;-11,348836;18,771329;-0,973217;-3,675627;-2,918739;0,000000;0,000000
16.09.2014;18:37:37;909,728283;-168,171858;278,684200;1,794966;4,669972;-4,235946;-8,076069;12,815667;-2,280220;-3,253200;-2,063440;0,000000;0,000000
17.09.2014;18:39:39;903,715214;-172,989663;279,054263;1,773136;-0,050364;-1,091686;-6,089608;6,633310;-0,941587;-1,832384;-1,260716;0,000000;0,000000
18.09.2014;18:39:01;901,599085;-158,660834;271,424560;1,730626;2,647267;0,804909;-2,072923;4,593359;-4,830846;-2,577404;-0,642925;0,000000;0,000000
19.09.2014;18:39:42;899,961820;-161,404263;273,306911;1,754551;6,686822;-0,013287;-4,234309;6,378135;-2,888205;-2,588930;-1,154598;0,000000;0,000000
22.09.2014;18:32:23;904,422534;-150,947693;270,796932;1,989154;13,307000;-1,081993;-9,126290;10,072046;-0,588171;-4,961513;-3,785554;0,000000;0,000000
23.09.2014;18:38:33;894,179997;-137,964822;262,971598;2,060128;10,142532;-3,391565;-7,619369;8,967742;-2,998051;-5,630241;-3,685475;0,000000;0,000000
24.09.2014;18:38:51;876,767212;-120,405696;255,475555;2,032675;7,842334;5,284628;-8,318308;5,910725;-1,036630;-4,448686;-3,572039;0,000000;0,000000
25.09.2014;18:38:54;865,435638;-104,154463;247,044359;1,943523;3,964919;7,778777;-4,883659;1,987726;-4,599119;-3,088928;-1,823616;0,000000;0,000000
26.09.2014;18:39:09;867,870363;-100,276289;241,909418;1,941734;8,151475;1,633665;-3,484698;4,640401;-5,474773;-1,989870;1,118121;0,000000;0,000000
29.09.2014;18:39:02;874,712910;-112,371019;247,108204;1,883592;3,561944;-5,347204;-5,878733;8,346272;-1,451059;-1,069381;0,883317;0,000000;0,000000
30.09.2014;18:39:26;874,974510;-107,453540;245,205386;1,930756;4,685377;4,489999;-6,325837;3,274045;-1,278030;-1,595155;0,369254;0,000000;0,000000
01.10.2014;18:38:04;876,209650;-117,785832;248,004156;1,660722;-0,255014;5,805573;-5,037428;2,467985;-0,302888;-0,341865;0,372454;0,000000;0,000000
02.10.2014;18:39:55;876,278888;-122,325347;247,021615;1,471527;-5,009454;5,319900;-4,060000;1,346422;-0,141996;0,629920;0,866854;0,000000;0,000000
03.10.2014;18:39:13;891,831468;-158,530605;253,845670;0,855090;-14,767258;1,740691;-1,680429;-3,471158;5,187260;5,773843;4,793921;0,000000;0,000000
06.10.2014;18:33:09;896,728665;-144,994288;249,844195;1,235277;-3,036205;2,799197;2,109538;-3,207722;-2,499790;1,871021;2,896117;0,000000;0,000000
07.10.2014;18:39:19;900,824311;-130,366813;247,331540;1,714710;5,952110;5,086666;-6,038638;3,508483;-0,777392;-1,740655;-1,515612;0,000000;0,000000
08.10.2014;18:39:59;908,646749;-124,255835;249,556920;1,949665;5,713715;-3,508430;-5,906934;6,720665;-1,183315;-1,723753;-1,523941;0,000000;0,000000
09.10.2014;18:39:40;908,322081;-134,398363;251,217910;1,678490;0,142189;-1,581317;-3,128456;4,914963;-4,312025;-1,151330;2,969634;0,000000;0,000000
10.10.2014;18:39:44;923,473099;-145,344266;257,609366;1,885539;-0,010636;-2,033708;-10,898627;10,969456;6,106278;-0,055863;-1,479884;0,000000;0,000000
13.10.2014;18:39:16;926,175800;-147,313535;261,701280;2,015183;5,223127;-5,296694;-2,706498;5,750633;1,914980;-1,682421;-1,829305;0,000000;0,000000
14.10.2014;18:38:25;928,944488;-158,853165;271,741130;1,711947;-7,948717;-2,173515;-1,864180;6,857223;-1,858922;-1,404805;0,965065;0,000000;0,000000
15.10.2014;18:38:22;927,315262;-171,832227;283,071336;1,593360;6,889219;-7,048592;-6,159205;15,982718;-1,440860;-4,406271;-2,520958;0,000000;0,000000
16.10.2014;18:39:44;933,686124;-193,442001;299,306265;1,459447;3,319517;-3,696079;-4,577856;12,464181;2,531768;-2,730177;-1,977852;0,000000;0,000000
17.10.2014;18:39:56;933,104139;-193,958584;305,587306;1,792811;10,724395;-6,077545;-10,018773;16,569233;2,455021;-5,319656;-4,913304;0,000000;0,000000
20.10.2014;18:38:23;929,110553;-190,802632;308,912186;1,646298;9,622665;-6,646271;-6,149183;15,440079;-0,810981;-6,909423;0,036758;0,000000;0,000000
21.10.2014;18:36:02;918,925584;-172,454110;307,974340;1,761430;8,281353;-17,850766;-3,147301;15,460272;-0,774261;-4,800546;-2,112899;0,000000;0,000000
22.10.2014;18:39:55;915,588963;-169,452690;311,424807;1,851789;9,902074;-6,202048;-6,869236;12,897482;2,367914;-4,075238;-2,747133;0,000000;0,000000
23.10.2014;18:37:30;927,253266;-168,950641;320,199222;1,981375;11,265084;-4,583753;-10,131048;13,137498;4,563023;-2,639958;-2,041488;0,000000;0,000000
24.10.2014;18:39:45;924,480706;-189,207042;325,568301;1,521437;0,122646;-5,672206;-1,148006;6,740088;-3,567266;-3,972563;3,172932;0,000000;0,000000
27.10.2014;18:38:22;923,741378;-183,401625;331,429606;1,602261;1,099667;-6,816181;-2,002903;5,492161;0,056670;-1,489689;0,648396;0,000000;0,000000
28.10.2014;18:39:59;926,507045;-161,005611;330,037497;1,664085;4,377852;-11,874945;-3,284937;12,964326;-2,602277;-5,108354;1,031001;0,000000;0,000000
29.10.2014;18:38:02;936,449486;-129,673454;330,041258;2,115844;23,548542;-5,657062;-9,757143;14,577091;2,191484;-6,287003;-4,642380;0,000000;0,000000
30.10.2014;18:39:38;917,557842;-85,314178;308,094485;1,658415;11,616925;13,535751;-8,503881;-0,830346;-11,976562;-5,358039;-0,648318;0,000000;0,000000
31.10.2014;18:39:06;929,784272;-125,258885;310,387797;1,320133;2,676265;-2,598747;0,416591;1,235772;-9,161668;-4,727287;5,283472;0,000000;0,000000
03.11.2014;17:49:36;930,991312;-126,204894;310,694167;1,370764;1,238565;-4,088977;0,415758;1,234822;-8,657191;-3,667918;6,171534;0,000000;0,000000
05.11.2014;18:38:36;924,146177;-59,858899;281,765720;2,070626;26,557503;-8,082715;-4,091783;4,053294;-5,836170;-9,124602;-5,960795;0,000000;0,000000
06.11.2014;18:39:58;924,317505;-95,271431;287,729989;1,006565;-20,883734;4,809049;-7,857557;2,992241;5,729817;8,322903;8,911470;0,000000;0,000000
07.11.2014;18:38:31;933,835692;-92,362895;286,994368;1,333458;2,490185;5,639417;-6,854573;6,137057;3,338240;-1,211813;3,135973;0,000000;0,000000
10.11.2014;18:39:01;939,608018;-139,311199;299,071970;1,211947;10,828463;5,258470;-8,581025;13,413972;-1,496279;-6,817620;0,887992;0,000000;0,000000
11.11.2014;18:39:45;942,621415;-108,391264;291,943555;1,434804;6,498577;6,993415;-9,546437;11,132117;-1,232885;-6,273695;-3,350371;0,000000;0,000000
12.11.2014;18:39:49;932,896917;-69,706670;279,199631;1,788597;9,041308;-1,011752;-5,995671;6,762905;1,983094;-4,386883;-3,851854;0,000000;0,000000
13.11.2014;18:37:18;929,822808;-52,480646;277,667406;2,005150;9,124553;-7,058431;-8,364615;10,754117;2,393706;-3,767857;-2,020621;0,000000;0,000000
14.11.2014;18:39:26;931,757496;-42,649195;278,819794;2,074509;5,259684;-2,248910;-6,605986;6,633615;0,942623;-3,323784;-1,302396;0,000000;0,000000
17.11.2014;18:38:30;932,137907;-42,580538;284,093611;2,159387;5,254653;-6,510181;-10,163422;11,002496;5,774828;-2,271635;-1,894107;0,000000;0,000000
18.11.2014;18:39:38;929,112692;-33,151560;285,597244;2,148831;8,467437;-0,150915;-8,085914;4,640262;-0,048818;-2,422929;-2,360304;0,000000;0,000000
19.11.2014;18:36:04;926,257857;-22,835728;286,268352;2,261186;11,902492;-2,707208;-8,197547;8,652671;2,352260;-2,964546;-1,751962;0,000000;0,000000
20.11.2014;18:37:30;922,157097;-28,684427;288,686400;2,017486;8,413373;3,254862;-8,353017;2,357368;-1,176546;-1,878218;-1,793125;0,000000;0,000000
21.11.2014;18:39:19;921,375536;-38,205444;290,068819;1,938707;-0,008190;1,214876;-4,008773;3,871661;-3,148156;-1,915486;2,460892;0,000000;0,000000
24.11.2014;18:36:04;921,526989;-18,413139;277,815259;2,256194;17,929999;-2,696301;-10,926416;7,683272;-1,710554;-3,616958;-2,226765;0,000000;0,000000
25.11.2014;18:38:05;917,107271;10,297555;261,157512;2,685846;11,620994;-15,753311;-0,011443;11,630828;-4,402432;-6,176990;-1,450549;0,000000;0,000000
26.11.2014;18:39:44;916,020614;25,836411;252,702395;3,306419;22,522994;-27,704393;-7,290190;14,079909;-0,715380;-2,512090;-3,097835;0,000000;0,000000
27.11.2014;18:39:14;921,436673;35,045544;254,918588;3,155334;15,650689;-29,154905;-6,319085;14,356076;1,559456;-3,857388;-3,685006;0,000000;0,000000
28.11.2014;18:39:00;932,150728;2,492436;285,349551;2,505709;-6,479224;-13,718926;2,292079;8,943050;-0,242459;1,615970;3,687405;0,000000;0,000000
01.12.2014;18:39:15;944,697711;19,703846;313,274964;2,210084;11,261902;-3,843270;-9,030451;3,435044;-3,773204;0,018414;2,575662;0,000000;0,000000
02.12.2014;18:38:26;949,553344;0,057988;326,095688;2,011843;0,920707;-10,549730;6,601015;8,555677;4,572143;0,630722;3,901338;0,000000;0,000000
03.12.2014;18:39:07;959,594101;6,556631;341,078013;2,326031;9,793530;-12,720717;-2,346017;10,995592;6,685796;2,178807;1,482970;0,000000;0,000000
04.12.2014;18:39:15;935,099177;6,117325;404,546348;1,935742;-0,011915;6,228312;10,411421;16,967254;16,383197;17,243588;14,167847;0,000000;0,000000
05.12.2014;18:39:18;1037,984571;-114,329450;504,360663;1,641453;8,212925;9,224858;-2,967037;6,598030;7,704875;9,349527;10,220740;0,000000;0,000000
08.12.2014;18:39:27;1105,257407;-104,884758;546,615350;1,370893;0,651872;-5,403398;5,536434;4,369566;4,297890;-1,073290;1,683567;0,000000;0,000000
09.12.2014;18:38:00;1117,046653;-128,479940;557,096767;1,184093;4,981173;6,845738;3,721683;6,020248;10,935784;8,390750;5,534998;0,000000;0,000000
10.12.2014;18:39:07;1108,218154;-124,318572;537,923580;1,198416;11,291483;5,743518;-1,053369;10,683204;9,596933;6,577395;4,144413;0,000000;0,000000
11.12.2014;18:37:41;1113,258520;-161,825633;539,203739;1,031037;17,900319;7,204386;-4,912319;0,524863;8,086781;-3,067773;-5,404240;0,000000;0,000000
12.12.2014;18:39:56;1142,144178;-160,104296;616,933922;1,172891;-0,207929;-11,531981;14,664502;16,750197;23,718488;-6,532971;-15,029839;0,000000;0,000000
15.12.2014;18:37:52;1131,642650;-111,216938;695,372631;1,463419;0,061047;-37,606226;16,984838;42,792215;23,587087;-9,956307;-11,476179;0,000000;0,000000
16.12.2014;18:39:34;1308,012625;236,855466;836,527770;1,702308;43,509155;-19,578280;-16,976603;34,526447;15,660509;-13,840100;-12,902542;0,000000;0,000000
17.12.2014;18:34:53;1036,713208;189,703485;973,103471;1,685965;-15,870574;-12,047870;-1,722076;46,824855;37,918573;-26,132838;-23,421796;0,000000;0,000000
18.12.2014;18:36:03;964,329714;338,555713;1004,653841;2,006315;4,146983;0,116424;-4,490065;10,528211;45,878412;-13,996119;-18,728220;0,000000;0,000000
19.12.2014;18:39:42;952,734713;415,043955;1004,082410;2,087635;30,409888;7,924884;-21,751587;6,302589;26,152801;-16,412319;-15,482592;0,000000;0,000000
22.12.2014;18:39:45;866,833008;482,312026;951,547943;2,354904;32,876796;-1,387882;-21,035941;3,401452;21,429727;-8,237964;-12,466321;0,000000;0,000000
23.12.2014;18:39:00;851,959811;529,399612;956,756387;2,498032;25,841888;6,569377;-14,484177;-4,227441;19,774681;-2,831890;-9,309142;0,000000;0,000000
24.12.2014;18:39:33;846,520402;557,245585;938,447405;2,858631;13,019789;18,973436;-15,112098;-17,952672;20,277944;-2,618128;-7,683858;0,000000;0,000000
25.12.2014;18:39:27;829,231679;543,574631;932,357513;3,035474;13,270627;-7,680776;-22,620610;8,358338;24,942349;-7,466668;-4,998810;0,000000;0,000000
26.12.2014;18:37:39;810,799444;532,744837;952,366328;3,228365;12,857875;-12,350951;-27,768976;14,205551;20,542691;-6,131986;-2,596880;0,000000;0,000000
29.12.2014;18:35:22;808,453341;487,924792;1009,586516;3,271162;11,919989;-72,979367;-11,412157;41,712365;34,302813;5,727438;-4,205759;0,000000;0,000000
30.12.2014;18:39:56;823,955463;414,243546;1086,737445;2,992853;-35,608888;-62,590382;5,001246;42,720334;33,021658;7,067932;0,061726;0,000000;0,000000
05.01.2015;15:52:47;840,649911;435,167755;1083,157419;2,767582;-18,630165;-37,342932;3,744693;32,554996;27,458692;6,636935;-1,307914;0,000000;0,000000
06.01.2015;18:39:19;868,623340;414,792848;1122,117009;2,999246;29,343033;-67,978492;-40,720752;56,278456;27,066756;0,435306;-1,317826;0,000000;0,000000
08.01.2015;18:38:33;870,274239;426,852035;1110,591408;3,003722;37,905405;-32,275411;-26,238522;30,443592;-5,761229;-8,932790;4,591047;0,000000;0,000000
09.01.2015;18:38:26;878,008490;432,944132;1113,400543;3,040908;46,908757;-38,276306;-26,982275;32,873484;5,953847;-5,331687;1,483053;0,000000;0,000000
12.01.2015;18:34:05;933,688741;509,555590;1106,504662;3,086552;32,410247;8,438980;-13,472254;-5,891612;4,137994;-7,316212;-2,400592;0,000000;0,000000
13.01.2015;18:39:47;960,021394;527,487586;1137,632895;2,893523;-9,355718;-14,967756;-2,864387;2,354900;40,097697;1,013482;-9,580231;0,000000;0,000000
14.01.2015;18:39:32;932,015673;478,437793;1188,117973;2,678209;-8,106884;-11,801744;-9,130467;-0,494373;35,908311;-3,997202;-6,929080;0,000000;0,000000
15.01.2015;18:35:20;880,607707;413,982291;1191,940835;2,943320;-6,086505;-7,971010;-1,876219;-1,425907;17,678536;-2,610582;-3,629424;0,000000;0,000000
16.01.2015;18:32:07;855,359331;417,489788;1178,529561;2,672621;10,287861;-4,634125;-5,937978;1,057550;14,770089;-4,180192;-5,933310;0,000000;0,000000
19.01.2015;18:37:11;850,806783;434,530245;1166,869127;2,914577;27,634173;-8,247219;-7,520507;-0,731949;3,225505;-4,841086;-2,238734;0,000000;0,000000
20.01.2015;18:38:14;857,334353;480,073464;1136,652063;3,126572;35,332206;14,670332;-11,469333;-9,990515;-15,537310;-11,565594;-0,012081;0,000000;0,000000
21.01.2015;18:39:44;843,815865;496,513619;1102,985846;3,112671;7,418446;9,750201;-2,330967;-11,877501;-9,127640;-8,117455;3,590787;0,000000;0,000000
22.01.2015;18:39:15;815,022929;505,411771;1068,642949;3,178833;18,307335;21,590885;-18,116503;-18,779057;5,883626;-7,185486;1,865400;0,000000;0,000000
23.01.2015;18:38:29;805,050146;514,340157;1035,950017;3,397755;7,922956;9,413578;0,312066;-4,643506;-15,221433;-10,457894;5,435300;0,000000;0,000000
26.01.2015;18:38:31;824,821178;564,578315;992,855806;3,685731;5,505435;8,580834;2,605363;-13,944568;0,473321;-4,009639;-0,941547;0,000000;0,000000
27.01.2015;18:39:56;827,325377;568,635346;983,583160;3,417073;4,927940;0,026267;7,489545;-18,550442;-18,625639;-8,614495;3,099661;0,000000;0,000000
28.01.2015;18:39:05;817,166527;568,015824;942,328518;4,006778;-0,091968;-0,054593;16,483676;13,041633;-25,379304;-16,817599;6,705557;0,000000;0,000000
29.01.2015;18:17:50;822,160380;562,196694;941,862972;4,007397;-7,566737;-11,812263;18,992744;6,775246;-18,665700;-9,315801;5,687395;0,000000;0,000000
30.01.2015;18:39:28;804,153221;503,805533;961,609192;3,764830;-17,646652;-14,011492;11,155311;15,872645;2,792656;-3,204151;3,803786;0,000000;0,000000
02.02.2015;18:39:58;796,260435;478,542938;968,214663;3,422820;-3,511877;-23,896370;4,271665;14,181582;-2,500544;-4,347224;2,736441;0,000000;0,000000
03.02.2015;18:39:08;780,847016;460,233223;958,368675;3,448159;1,589481;-16,642917;3,902141;16,708654;-14,340444;-9,841443;5,996326;0,000000;0,000000
04.02.2015;18:39:54;802,795324;427,750413;983,899397;3,335952;-5,185358;-33,312165;21,732595;17,469018;-7,087198;-1,496114;5,937445;0,000000;0,000000
05.02.2015;18:37:32;805,461439;379,247585;995,807758;2,930013;-8,124995;-12,896630;28,939780;6,630961;-33,394942;-7,261388;10,920538;0,000000;0,000000
06.02.2015;18:39:04;812,128868;344,342268;1010,789219;2,849810;0,618392;-19,909427;8,511474;11,230034;-10,508460;-7,800368;8,514727;0,000000;0,000000
09.02.2015;18:39:02;808,874608;333,142716;1006,449031;2,719809;0,046200;-18,650131;2,517398;5,027173;-2,636837;-3,783641;2,377279;0,000000;0,000000
10.02.2015;18:38:39;813,710938;337,840326;1002,975851;3,069349;4,990289;-19,588602;-2,853733;9,428539;1,300610;-2,295349;0,720299;0,000000;0,000000
11.02.2015;18:39:04;817,155001;329,324883;1009,328196;2,922987;16,379182;-22,623466;1,424718;6,392286;0,984421;-3,225546;-1,415432;0,000000;0,000000
12.02.2015;18:39:32;807,472532;335,701774;992,169197;2,959071;22,586295;-21,783387;0,187277;4,139810;-2,437884;-2,374574;-0,835153;0,000000;0,000000
13.02.2015;18:39:09;789,798205;338,817696;957,342166;2,885139;6,815568;-5,616091;4,702723;0,834816;-16,801450;-6,833870;5,588178;0,000000;0,000000
16.02.2015;18:39:43;772,258258;329,386224;930,022335;3,149320;0,908691;-4,217449;9,667198;-2,643378;-14,222818;-5,283274;4,281348;0,000000;0,000000
17.02.2015;18:39:45;768,480474;330,356385;912,924141;3,583352;10,391441;-0,927431;6,572054;-1,325071;-21,982306;-7,642595;4,693190;0,000000;0,000000
18.02.2015;18:39:19;742,824246;334,099120;880,744715;4,548847;0,040844;11,168074;12,616506;-1,744577;-21,083402;-12,108891;3,807417;0,000000;0,000000
19.02.2015;18:39:50;749,961955;370,307567;853,951459;4,843598;2,079334;0,472746;28,108974;-4,186336;-24,272750;-3,854194;1,411533;0,000000;0,000000
20.02.2015;18:39:38;755,621136;401,215042;833,840546;4,970690;36,360270;-8,214008;-5,602135;-1,087090;-9,567167;-5,949395;-2,855435;0,000000;0,000000
24.02.2015;18:38:05;789,182167;437,722292;831,135222;4,621040;10,638749;-5,932687;3,025906;5,163300;2,689518;-3,216811;-1,116354;0,000000;0,000000
25.02.2015;18:39:00;792,340426;456,595509;818,816520;4,290483;9,778949;4,090430;-2,693101;-5,796211;-0,854108;-5,626407;-1,031567;0,000000;0,000000
26.02.2015;18:39:33;780,529070;475,222208;795,565876;4,281503;12,711793;1,217686;-6,013765;-6,908283;3,748838;-3,772255;-0,631895;0,000000;0,000000
27.02.2015;18:39:59;800,058863;481,479513;812,134759;4,004633;20,401083;-42,125050;-12,929879;20,280874;21,882436;2,306398;-1,859906;0,000000;0,000000
02.03.2015;18:36:17;804,725297;468,880095;843,447322;3,736370;-8,560755;-12,082178;-10,583440;-6,865038;53,983070;12,999599;-8,849073;0,000000;0,000000
03.03.2015;18:32:29;782,256644;421,861743;863,867577;3,770833;-50,607897;-20,677139;12,823329;9,897471;17,886957;5,188354;3,799115;0,000000;0,000000
04.03.2015;18:39:19;802,029406;395,848920;898,303135;3,909651;-8,265525;-9,715429;0,031886;9,242372;12,430408;-5,075491;3,972544;0,000000;0,000000
05.03.2015;18:39:51;801,568375;377,147037;908,043566;3,953636;0,421645;-6,102409;3,775945;5,008722;-3,538466;-5,714336;2,846809;0,000000;0,000000
06.03.2015;18:39:34;790,719280;352,933217;911,450971;4,292476;-21,702693;-7,304173;10,484032;11,149144;4,806476;-1,413142;4,072817;0,000000;0,000000
10.03.2015;18:39:52;803,867229;380,553235;894,392762;4,443172;2,185715;4,785681;-0,950099;-0,295623;-3,781806;-6,639838;-0,660572;0,000000;0,000000
11.03.2015;18:39:53;795,444912;394,682456;871,304627;4,804327;26,988543;-6,817136;3,893493;5,052623;-14,543852;-12,071224;-2,382358;0,000000;0,000000
12.03.2015;18:37:13;765,433602;407,277971;832,076876;5,342796;-5,414976;11,442535;-2,139447;-3,758280;-19,331309;-11,074986;-4,008165;0,000000;0,000000
13.03.2015;18:38:57;764,231687;415,623763;817,272431;6,025086;-6,538356;-4,936212;13,307238;11,302742;-5,401062;-6,343580;-1,340365;0,000000;0,000000
16.03.2015;18:39:23;780,663750;416,186859;825,148430;6,546645;-4,649713;-24,061112;11,271246;18,469709;-5,110616;-2,369639;4,430524;0,000000;0,000000
17.03.2015;18:37:39;789,838966;416,447181;826,922782;7,026538;-0,570511;-7,333955;9,868045;15,200711;-10,064905;-5,482264;1,207146;0,000000;0,000000
18.03.2015;18:39:53;786,906978;414,480820;825,584586;7,062261;-0,187313;-6,048788;16,481143;0,816187;-9,325558;-4,176599;-2,255534;0,000000;0,000000
19.03.2015;18:36:46;774,227589;409,312746;818,613521;7,066503;0,447514;-5,168357;4,909560;14,898013;-7,417945;-8,224645;-1,651179;0,000000;0,000000
20.03.2015;18:38:49;757,080387;407,875633;806,780077;6,895925;1,110410;-3,356831;16,044239;2,992759;-12,597573;-4,459140;-0,778084;0,000000;0,000000
23.03.2015;18:00:06;748,973417;412,705406;796,570065;6,759954;5,884234;1,976275;16,544329;-3,547970;-14,430195;-5,703202;-0,013694;0,000000;0,000000
24.03.2015;18:27:50;738,704183;418,130006;779,993773;7,389863;9,043302;24,380643;-5,916782;-12,073935;-9,243458;-4,131368;1,574783;0,000000;0,000000
25.03.2015;18:37:14;707,792598;402,319210;764,589691;7,887364;4,715039;6,233643;5,966584;-5,535180;-23,933922;-6,932788;1,825125;0,000000;0,000000
26.03.2015;18:27:37;694,322773;396,595203;757,929805;7,939567;2,005448;4,152852;9,652580;2,232963;-20,053930;-9,392926;0,673457;0,000000;0,000000
27.03.2015;18:38:01;687,151968;406,111991;742,388043;8,171458;3,864185;6,914001;2,711532;8,327892;-13,552484;-12,687362;-2,415611;0,000000;0,000000
30.03.2015;17:45:31;690,702375;423,843331;731,902584;8,048082;5,989260;27,914117;8,074590;-1,764096;-10,066322;-13,490202;-6,012344;0,000000;0,000000
31.03.2015;18:38:36;695,973101;444,355565;712,467898;8,518466;-0,595777;-0,213489;4,201203;16,701148;-9,961480;-15,331849;0,785559;0,000000;0,000000
01.04.2015;18:39:41;666,789534;453,943018;684,262000;7,974244;7,837536;18,789999;2,239911;3,663042;-12,576087;-12,208471;-4,543785;0,000000;0,000000
02.04.2015;18:39:06;663,232533;469,249051;664,014520;8,156772;2,654031;5,506698;-3,204252;12,590069;-12,485164;-10,028339;3,445300;0,000000;0,000000
03.04.2015;18:36:37;653,006266;470,764889;655,690295;7,905842;2,066805;9,563972;5,079289;3,460156;-11,616301;-9,394301;-0,415765;0,000000;0,000000
06.04.2015;18:38:32;648,240792;475,461925;646,072840;7,927610;1,590258;9,574812;10,477050;4,561037;-13,511884;-13,304588;1,748455;0,000000;0,000000
07.04.2015;18:39:15;645,244923;487,689974;632,666139;7,762539;3,631514;8,121171;3,641081;1,705559;-3,951886;-7,742673;-2,166441;0,000000;0,000000
08.04.2015;18:34:01;640,419938;489,818868;622,730942;7,959402;2,631561;9,178637;1,263072;1,498001;-9,534195;-7,658775;1,077752;0,000000;0,000000
09.04.2015;18:39:58;620,586503;483,045272;602,518188;8,542905;6,365507;15,241501;-3,064565;-1,309269;-19,754608;-8,735161;3,576042;0,000000;0,000000
10.04.2015;18:38:52;605,507291;468,983363;588,170217;9,519065;1,418402;8,067739;5,744443;4,288017;-18,884386;-8,954013;4,159047;0,000000;0,000000
13.04.2015;18:39:43;599,548402;484,598069;568,631326;9,403383;6,467556;15,281120;1,266969;2,520882;-17,536068;-9,105762;1,914695;0,000000;0,000000
14.04.2015;18:39:26;589,657120;492,461951;548,642101;9,561502;10,663923;21,327376;-8,577175;-1,369495;-13,571656;-8,530762;-1,149148;0,000000;0,000000
15.04.2015;18:39:21;567,995193;490,531097;530,830167;9,388949;6,195156;22,982380;9,887928;-3,485455;-24,044424;-13,917969;-1,756332;0,000000;0,000000
16.04.2015;18:38:05;562,826895;497,529953;517,220928;9,407293;7,161568;27,293720;-7,233421;2,759764;-13,772376;-9,780098;-3,620990;0,000000;0,000000
17.04.2015;18:39:07;579,068728;519,631315;507,371524;9,608257;14,471064;25,314977;-7,281238;1,972425;-21,443199;-8,638357;0,617959;0,000000;0,000000
20.04.2015;18:39:11;583,545221;529,686938;497,194217;9,822377;12,292056;22,631167;-5,781235;-0,574575;-19,020339;-8,818196;2,241164;0,000000;0,000000
21.04.2015;18:38:57;579,951199;529,333623;490,435788;9,977208;9,672306;12,154207;-19,417551;8,665086;-2,815785;-5,384355;1,092430;0,000000;0,000000
22.04.2015;18:38:10;577,140688;526,566996;489,468563;10,038012;9,326682;19,656402;-33,309801;3,808204;3,182039;-2,940528;-2,452521;0,000000;0,000000
23.04.2015;18:39:41;574,931991;517,847664;493,121462;10,228876;6,123117;-0,712137;-17,165640;10,122802;0,554094;-3,219007;-0,602337;0,000000;0,000000
24.04.2015;18:38:56;574,499774;521,038989;489,528983;10,196594;7,940736;1,039670;-22,398709;7,296608;3,173641;-1,587673;-0,562600;0,000000;0,000000
27.04.2015;18:39:26;578,897273;523,776011;488,975664;10,327093;8,548897;5,279224;-19,637005;3,368165;1,366648;-2,217530;1,435913;0,000000;0,000000
28.04.2015;18:33:15;574,088658;510,733644;495,578275;10,469867;3,441105;3,420471;-43,541707;12,627535;10,761733;4,365866;2,799455;0,000000;0,000000
29.04.2015;18:39:24;570,825807;498,163942;501,848482;10,674026;-0,367445;-4,874357;-12,921744;2,671677;1,101283;0,913516;3,959799;0,000000;0,000000
30.04.2015;18:38:35;563,060495;463,801962;519,587602;11,189100;-4,501907;-21,424574;-20,545314;14,327452;4,061641;5,434580;8,799181;0,000000;0,000000
05.05.2015;18:39:40;560,007345;447,639568;527,389706;11,484592;-2,955021;-12,783765;-13,496988;4,622366;2,107009;2,577670;6,169772;0,000000;0,000000
06.05.2015;18:38:43;555,195270;437,906191;530,758478;11,556609;-1,773263;-3,654463;-8,896228;6,494821;6,034491;-3,205080;2,044281;0,000000;0,000000
07.05.2015;18:39:42;561,777242;427,374759;543,988810;11,705692;-7,673588;-15,722378;-1,653587;7,303643;5,788992;1,950560;3,300293;0,000000;0,000000
08.05.2015;18:33:09;568,055151;415,746177;557,899785;11,840851;-7,035006;-25,609835;-11,322892;13,592490;15,267834;4,447213;3,442886;0,000000;0,000000
12.05.2015;18:28:06;575,121206;416,971058;562,245856;11,891283;-5,166854;-21,588596;-7,098017;12,565374;11,174364;3,296331;4,333278;0,000000;0,000000
13.05.2015;18:33:12;571,719878;408,889710;566,536680;11,878283;-15,130679;-19,448099;-4,891180;8,869594;14,113914;4,696806;2,101654;0,000000;0,000000
